Code,Name,Street_Add,Town,Type,ZipCode,Waste,Lat,Long,X_Coord,Y_Coord,Status,Score
R3274,Brax Land Restaurant,705 Main St,Harwich Port,R,02646,75,41.66977531,-70.06131936,319805.2454,825402.104,M,100
R502,Brazil On Grill,696 Crescent St,Brockton,R,02302,18,42.08108702,-70.99130737,242090.3728,870201.1748,M,100
R813,Bread & Pasta Restaurant,421 Shrewsbury St,Worcester,R,01604,19.5,42.2718,-71.77379,177413.8989,891294.9452,M,100
R1005,Bread of Life Kitchen,4 Church St Ste 2,Webster,R,01570,22.5,42.04955339,-71.88135521,168430.0708,866643.7695,M,100
R1006,Breaking Grounds,19 Captains Row,Mashpee,R,02649,22.5,41.60232783,-70.46680664,286131.256,817422.136,M,100
R503,Brew City Grill House,104 Shrewsbury St,Worcester,R,01604,18,42.26355382,-71.79020482,176056.659,890383.4865,M,100
R1343,Brewed Awakenings,19 Main St,Hingham,R,02043,24,42.24192449,-70.88895332,250431.2664,888120.9335,M,100
R3734,Brewhouse Cafe & Grill,201 Cabot St,Lowell,R,01854,150,42.6510207,-71.3164917,215047.768,933398.5909,M,100
R504,Brewster Fish House,2208 Main St,Brewster,R,02631,18,41.76374729,-70.07379555,318591.8861,835820.4575,M,100
F95,Breyers Ice Cream,490 Old Connecticut Path,Framingham,F,01701,42.31250402,-71.39206057,208898.6738,895785.532,M,100
R3485,Brians An Eating & Drinking Place,91 PROVIDENCE RD,UXBRIDGE,R,01588,90,42.02070198,-71.59595835,192052.5993,863373.1251,M,81
IH151,BRIARWOOD HEALTHCARE & NURSING,150 LINCOLN STREET,NEEDHAM,IH,02492,39.42,42.27505606,-71.23637873,221746.1246,891653.9674,M,100
R49,Brick House & Bar and Grill,1620 N Main St,Palmer,R,01069,15,42.16301393,-72.34286013,130350.4966,879519.5627,M,100
R3165,Bridge Cafe,840 Memorial Dr,Chicopee,R,01020,63,42.1817665,-72.57734,111001.5464,881820.3945,M,100
R2515,Bridgeman's Restaurant,145 Nantasket Ave,Hull,R,02045,45,42.26791696,-70.85233007,253431.8992,891030.2495,M,100
IH152,BRIDGEWATER NURSING HOME,16 PLEASANT STREET,BRIDGEWATER,IH,02324,14.1255,41.98656696,-70.97943799,243136.531,859708.9073,M,100
IC15,Bridgewater State College,131 Summer St,Bridgewater,IC,02324,683.872875,41.98735622,-70.97290399,243677.4242,859799.8942,M,100
IP2,Bridgewater State Hospital,20 Administration Road,Bridgewater,IP,02324,71.54,41.945324,-70.950168,245591.5036,855143.4048,M,64
R3570,Briggs Corner Pizzeria,1123 Oakhill Ave,Attleboro,R,02703,91.5,41.91139903,-71.25817903,220062.336,851256.8562,M,100
IH17,BRIGHAM & WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,IH,02115,476.22645,42.33583469,-71.10746152,232349.3765,898445.8147,M,100
IH153,BRIGHAM MANOR NURSING & REHAB,77 HIGH STREET,NEWBURYPORT,IH,01950,21.024,42.80586,-70.8695,251573.7239,950773.8462,M,100
F96,Brighams Inc,30 Mill St,Arlington,F,02476,42.41731672,-71.15779913,228164.7313,907478.6701,M,100
R2075,Brigham's Restaurant,2 Trapelo Rd,Belmont,R,02478,37.5,42.3784501,-71.1708515,227107.125,903157.2579,M,100
R397,Brigham's Restaurant,350 Winthrop Ave,North Andover,R,01845,16.5,42.6795958,-71.1337152,230021.8278,936621.1565,M,62
IH154,BRIGHTEN AT MEDFORD,300 WINTHROP STREET,MEDFORD,IH,02155,46.647,42.42102681,-71.11797857,231440.2822,907904.6898,M,100
R2409,Brighton Beer Garden,386 Market St,Brighton,R,02135,42,42.35022105,-71.15283076,228603.9829,900027.5733,M,100
IH155,BRIGHTON HOUSE REHAB & NURSING,170 COREY ROAD,BOSTON,IH,02135,25.623,42.343268,-71.13927933,229723.7722,899259.8929,M,100
IC66,Bristol Community College,777 Elsbree St,Fall River,IC,02769,130.41,41.71919121,-71.12382753,231302.7093,829949.2443,M,100
R3275,Bristol Lounge The,200 Boylston St,Boston,R,02116,75,42.35256833,-71.06813595,235580.7877,900320.1647,M,100
R505,Bristol Square Caf?,1428 Main St Ste 7,Walpole,R,02081,18,42.13230932,-71.26261073,219626.3794,875792.3173,M,100
R3022,British Beer Company,412 Main St,Hyannis,R,02601,58.5,41.65248816,-70.28455633,301244.0565,823193.0253,M,100
R3026,British Beer Company,85 Providence Highway,East Walpole,R,02032,58.5,42.15554837,-71.20389378,224471.8794,878388.6953,M,100
R3027,British Beer Company,120 Worcester Road,Framingham,R,01702,58.5,42.2986203,-71.3997193,208269.0913,894242.6218,M,100
R3028,British Beer Company,149 Littleton Road,Westford,R,01886,58.5,42.56960612,-71.41992563,206574.6307,924341.628,M,100
F97,Broadway Bakers,93 Mystic Ave,Medford,F,02155,42.4116632,-71.1071423,232336.8896,906868.6586,M,100
R506,Broadway Catering & Restaurant.,100 Water St,Worcester,R,01604,18,42.2563438,-71.7960959,175567.8378,889584.3122,M,100
R507,Brockton Baseball Concession,1 MAIN ST,BROCKTON,R,02301,18,42.0855298,-71.0198606,239725.0622,870680.9379,M,100
R1007,Brockton Caf?,426 Main St,Brockton,R,02301,22.5,42.076736,-71.01954986,239756.2733,869704.3606,M,100
W56,Brockton Spice Company,53 Spark St Ste 501,Brockton,W,02302,42.10417251,-71.01898814,239785.569,872751.9828,M,66
R1344,Brook Bubbling Restaurant,1652 High St,Westwood,R,02090,24,42.20169872,-71.2494912,220688.4099,883502.6483,M,100
IH609,BROOK HAVEN ASSISTED CARE INC,19 MAIN STREET BOX 556,WEST BROOKFIELD,IH,01585,7.227,42.2351664,-72.14106943,147085.2827,887388.4936,T,82
IH156,BROOKHAVEN AT LEXINGTON,1010 WALTHAM STREET,LEXINGTON,IH,02421,16.0965,42.41545346,-71.23190919,222065.8,907249.8823,M,100
IH610,BROOKHOUSE HOME FOR AGED WOMEN,180 DERBY STREET,SALEM,IH,01970,11.826,42.5213313,-70.887261,250347.9861,919156.9232,M,100
IH157,BROOKLINE HEALTH CARE CENTER,99 PARK STREET,BROOKLINE,IH,02446,39.42,42.33986,-71.12414,230972.9298,898886.7349,M,100
IS2,Brooks School,ll60 Great Pond Road,North Andover,IS,01845,23.95575,42.68472402,-71.11119258,231865.2417,937198.9985,M,100
R1552,Brotherhood The,23 Broad St,Nantucket,R,02554,30,41.28516977,-70.0995671,317321.8031,782637.4098,M,100
R398,Brothers Deli Restaurant,404 Main St,Wakefield,R,01880,16.5,42.5030601,-71.07010272,235334.4972,917035.5428,M,100
R50,Brothers Partners,755 Main St Ste D,Haverhill,R,01830,15,42.79709557,-71.08809431,233697.9952,949690.9475,M,100
R1008,Brothers Restaurant & Bakery,77 Revere St,Winthrop,R,02152,22.5,42.38281585,-70.97975651,242841.6944,903720.544,M,100
G90,"Brothers Super Market II, Inc.",776 Dudley St,Dorchester,G,02125,22.5,42.31732428,-71.06576074,235796.4065,896406.4347,M,100
R3048,Brown Sugar Cafe,131 N Central Ave,Quincy,R,02170,60,42.26580914,-71.02782993,238954.8681,890701.0843,M,100
R3586,Br's Restaurant,279 Plymouth St,Halifax,R,02338,97.5,41.99653247,-70.84278661,254451.4604,860893.922,M,100
508,Bruegger's Bagels,91 Summer Street,Boston,R,02110,18,42.35393759,-71.05843204,236379.487,900476.3478,M,100
F98,Bruegger's Bagels,10 Roessler Rd,Woburn,F,01801,42.51010537,-71.14359128,229291.0291,917790.2889,M,100
R399,Bruegger's Bagels,170 Great Rd,Bedford,R,01730,16.5,42.48989962,-71.27420559,218562.6204,915509.1956,M,100
R400,Bruegger's Bagels,10 Roessler Rd,Woburn,R,01801,16.5,42.51010537,-71.14359128,229291.0291,917790.2889,M,100
R807,Bruegger's Bagels,211 Congress Street St #2,Boston,R,02110,18,42.35475353,-71.05469062,236687.2555,900568.5819,M,100
R808,Bruegger's Bagels,644 Beacon Street,Boston,R,02215,18,42.34917945,-71.09554253,233324.5933,899932.6736,M,100
R809,Bruegger's Bagels,7 School Street,Boston,R,02108,18,42.31262231,-71.09643275,233270.4576,895871.7487,T,100
G91,Brunis Farm Country Store,36 Essex Rd,Ipswich,G,01938,21,42.66517529,-70.83498943,254518.4148,935167.3043,M,100
R1009,Bruno's Pizza,1810 Wilbraham Rd,Springfield,R,01119,22.5,42.11583928,-72.49994062,117309.3187,874420.3529,M,100
F99,Brutole Brick Oven Brewery,65 Newbury St,Danvers,F,01923,42.5618,-70.97688,242956.6372,923603.145,M,100
R1553,Brutole Brick Oven Brewery,65 Newbury St,Danvers,R,01923,30,42.5618,-70.97688,242956.6372,923603.145,M,100
R3587,Bubala's By The Bay,221 Commercial St,Provincetown,R,02657,97.5,42.04970916,-70.18843082,308572.1399,867425.2529,M,100
W57,"Bubble Chocolate, LLC",92 Jackson St,Salem,W,01970,41.94199483,-71.2934738,217125.9338,854647.4006,T,66
F100,Buckies Biscotti & Co,780 Route 6a,Dennis,F,02638,41.7385247,-70.19172767,308829.3537,832862.1779,M,100
IH158,BUCKLEY-GREENFIELD HEALTHCARE,95 LAUREL STREET,GREENFIELD,IH,01302,39.42,42.58170097,-72.61708934,108299.8442,926282.5628,M,100
R509,Buena Vista Restaurant,526 Main St,Brockton,R,02301,18,42.0746641,-71.0191733,239788.7296,869474.4116,M,100
R886,Bueno Y Sano,1 Boltwood Walk,Amherst,R,01002,21,42.37586423,-72.51830239,116135.7511,903318.3352,M,100
R3016,Buffalo Wild Wings,150 Whalon St,Fitchburg,R,01420,57,42.55356145,-71.7842443,176655.7794,922595.1573,M,100
R51,Buffets,756 Boston Rd,Billerica,R,01821,15,42.53512772,-71.23793317,221529.1419,920541.6802,M,100
R2393,Buff's Pub,317 Washington St,Newton,R,02458,40.5,42.35690578,-71.18659086,225819.7041,900759.3141,M,100
R2022,Bugaboo Creek Steak House,90 Pleasant Valley St # 600,Methuen,R,01844,36,42.74213613,-71.15604652,228163.4795,943560.9329,M,100
R2347,Bugaboo Creek Steak House,617 Arsenal St,Watertown,R,02472,39,42.3624131,-71.1534182,228550.0801,901381.6173,M,100
R2516,Bugaboo Creek Steak House,345 Cochituate Rd,Framingham,R,01701,45,42.30312443,-71.40126116,208141.3711,894742.771,M,100
R3049,Bugaboo Creek Steak House,850 Providence Hwy,Dedham,R,02026,60,42.23581438,-71.17884733,226508.2814,887311.5212,M,100
R3405,Bugaboo Creek Steak House,43 Middlesex Tpke Ste 11,Burlington,R,01803,82.5,42.4721648,-71.211733,223705.1496,913554.699,M,100
R3735,Bugaboo Creek Steak House,551 John Mahar Hwy,Braintree,R,02184,150,42.19882741,-70.99938629,241345.158,883274.6735,M,100
R1939,Buggy Whip Catering,343 Providence Rd,South Grafton,R,01560,33,42.17132516,-71.67351121,185663.6055,880113.1684,M,100
R52,Bukhara,701 Centre St,Jamaica Plain,R,02130,15,42.31149718,-71.11441575,231788.4973,895739.917,M,100
R2900,Bull Run Restaurant,215 Great Rd,Shirley,R,01464,52.5,42.58440925,-71.64706993,187927.4337,925993.3261,M,100
R3276,Bullard Tavern,1 Old Sturbridge Vlg Rd,Sturbridge,R,01566,75,42.11020655,-72.09373678,150895.5022,873480.9181,M,100
R3050,Bullfinch Resturant,730 Boston Post Rd Ste 1,Sudbury,R,01776,60,42.36027167,-71.45014527,204106.9913,901086.9513,M,100
R510,Bulls Run,93 Careswell St,Marshfield,R,02050,18,42.08185581,-70.65321353,270063.4345,870508.84,M,100
R2076,Bumbalini's,599 Main St Side,Hyannis,R,02601,37.5,41.64937948,-70.29051772,300752.4143,822840.7283,M,100
R511,Bumpy's Restaurant,182 Main St,Marlborough,R,01752,18,42.34667662,-71.54926591,195940.6424,899576.8309,M,100
R1010,Buncey's Pizza & Sports Caf?,894 Route 134,South Dennis,R,02660,22.5,41.71584719,-70.15466224,311952.135,830391.7107,M,100
IC67,Bunker Hill Community College,250 New Rutherford Ave,Boston,IC,02108,155.2068,42.37595879,-71.06899093,235497.2183,902917.9137,M,100
R1554,Burbech Ice Cream,236 Lakeshore Dr,Dracut,R,01826,30,42.6970205,-71.3658305,210993.929,938500.9954,M,100
R1011,Burger King,100 WASHINGTON ST,BOSTON,R,02121,22.5,42.35887614,-71.05781059,236427.842,901025.164,M,100
R1012,Burger King,184 North St,Hyannis,R,02601,22.5,41.65201659,-70.28933405,300846.852,823134.9952,M,100
R1013,Burger King,601 Donald Lynch Blvd # 5209,Marlborough,R,01752,22.5,42.3544315,-71.61211731,190763.0174,900443.1149,M,100
R1014,Burger King,109 Main St,Medway,R,02053,22.5,42.15015972,-71.41604264,206939.3091,877751.1034,M,100
R1015,Burger King,85 Main St,Tewksbury,R,01876,22.5,42.62718429,-71.2706365,218815.0286,930759.8331,M,100
R1016,Burger King,110 Front St Ste 241,Worcester,R,01608,22.5,42.26230485,-71.79971,175271.9505,890247.4705,M,100
R1017,Burger King,163 Madison St,Worcester,R,01610,22.5,42.25542393,-71.79903072,175325.3158,889482.9838,M,100
R1345,Burger King,306 S Washington St FL 3,North Attleboro,R,02760,24,41.97233721,-71.33683882,213523.5004,858009.7154,M,100
R1346,Burger King,8 Enterprise Rd,South Dennis,R,02660,24,41.69201999,-70.15142468,312263.3656,827749.8624,M,100
R1347,Burger King,174 Littleton Rd Ste 1,Westford,R,01886,24,42.56756353,-71.42253193,206360.8423,924114.5341,M,100
R1555,Burger King,133 Macy St,Amesbury,R,01913,30,42.84635791,-70.90870538,248335.6618,955249.7647,M,100
R1556,Burger King,1835 Washington St,Hanover,R,02339,30,42.14798295,-70.84549676,254097.8457,877713.4649,M,100
R1557,Burger King,74 Plaistow Rd,Haverhill,R,01830,30,42.8134761,-71.10258929,232503.6908,951505.0347,M,100
R1558,Burger King,137 Main St,Kingston,R,02364,30,41.987695,-70.71606,264959.7665,860001.0858,M,100
R1559,Burger King,484 Boston Post Rd E,Marlborough,R,01752,30,42.3475157,-71.5107703,199112.5726,899668.9165,M,100
R1560,Burger King,22 Beaver St,Milford,R,01757,30,42.14970559,-71.48642772,201121.7946,877697.3367,M,100
R1561,Burger King,670 Adams St,Quincy,R,02169,30,42.25606722,-71.03287166,238544.8466,889616.7312,M,100
R1562,Burger King,765 Main St,Winchester,R,01890,30,42.45839723,-71.13969837,229635.2243,912047.9377,M,100
R1906,Burger King,5 Castagnaro Way,Blackstone,R,01504,31.5,42.04693847,-71.52939153,197566.757,866283.1738,M,100
R1907,Burger King,165 Pearl St,Braintree,R,02184,31.5,42.20309254,-70.99924238,241354.2621,883748.4766,M,100
R1940,Burger King,3012a Cranberry Hwy,East Wareham,R,02538,33,41.75868791,-70.66101147,269771.3061,834610.1781,M,100
R1998,Burger King,176 Waverly St,Framingham,R,01702,34.5,42.27883084,-71.40721614,207653.2969,892043.8081,M,100
R2023,Burger King,392 Chelmsford St,Lowell,R,01851,36,42.62915937,-71.32168274,214627.1774,930969.2267,M,100
R2077,Burger King,131 River Rd,Andover,R,01810,37.5,42.69011393,-71.20948431,223807.606,937765.663,M,100
R2078,Burger King,944 Bennington St,Boston,R,02128,37.5,42.38632909,-71.00780367,240529.8042,904097.0713,M,100
R2079,Burger King,679 Concord Ave,Cambridge,R,02138,37.5,42.39007376,-71.15042724,228783.8708,904455.0654,M,100
R2080,Burger King,105 Teaticket Hwy,East Falmouth,R,02536,37.5,41.56310349,-70.59668767,275350.4087,812942.9153,M,100
R2081,Burger King,225 President Ave,Fall River,R,02720,37.5,41.71613971,-71.15246756,228920.8604,829600.2134,M,100
R2082,Burger King,259 Cochituate Rd,Framingham,R,01701,37.5,42.30215717,-71.40399358,207916.1942,894635.0752,M,100
R2083,Burger King,419 Center St,Ludlow,R,01056,37.5,42.16757775,-72.48166939,118886.3383,880149.1238,M,100
R2084,Burger King,61 Broadway,Malden,R,02148,37.5,42.42557633,-71.04197194,237692.8431,908440.8392,M,100
R2085,Burger King,605 Tarkiln Hill Rd,New Bedford,R,02745,37.5,41.67986022,-70.94011926,246618.2477,825664.8159,M,100
R2086,Burger King,247 State Rd,North Dartmouth,R,02747,37.5,41.63952233,-70.9826917,243100.6876,821162.2803,M,100
R2087,Burger King,344 King St,Northampton,R,01060,37.5,42.33530135,-72.63626162,106361.5186,898935.8423,M,100
R2088,Burger King,17 Cold Harbor Dr,Northborough,R,01532,37.5,42.31738102,-71.67870397,185268.5424,896337.0494,M,100
R2089,Burger King,883 Grand Army Hwy,Somerset,R,02726,37.5,41.73183022,-71.17163305,227319.2515,831336.5924,M,100
R2090,Burger King,1395 Liberty St,Springfield,R,01104,37.5,42.13821666,-72.58293644,110477.8398,876989.4505,M,100
R2091,Burger King,755 Page Blvd,Springfield,R,01104,37.5,42.14335838,-72.5532855,112935.8939,877529.8149,M,100
R2092,Burger King,1333 Park St,Stoughton,R,02072,37.5,42.10222123,-71.06765491,235761.3661,872513.7029,M,100
R2093,Burger King,201 Park Ave Ste 8,West Springfield,R,01089,37.5,42.10439235,-72.62131599,107255.9436,873273.8426,M,100
R2094,Burger King,72 Main St,Westfield,R,01085,37.5,42.1202845,-72.7449728,97054.74086,875180.6895,M,100
R2095,Burger King,1141 Providence Rd # 4688,Whitinsville,R,01588,37.5,42.12459903,-71.64573863,187949.4497,874918.9036,M,100
R2096,Burger King,1160 Main St,Worcester,R,01603,37.5,42.2442783,-71.83722475,172168.8354,888256.7556,M,100
R2348,Burger King,PRESCOTT ST,BOSTON,R,02128,39,42.38121,-71.031315,238596.9131,903517.5596,M,100
R2349,Burger King,553 Boylston St,Boston,R,02116,39,42.3504234,-71.07616591,234920.3979,900078.5976,M,100
R2350,Burger King,184 Endicott St,Danvers,R,01923,39,42.54822464,-70.94302562,245746.4392,922112.7972,M,100
R2351,Burger King,439 John Fitch Hwy,Fitchburg,R,01420,39,42.58245396,-71.77471198,177448.9773,925802.0328,M,100
R2352,Burger King,9 Crawford St,Gardner,R,01440,39,42.56538047,-71.9912789,159660.2944,923985.3181,M,100
R2353,Burger King,1383 Cove Rd Ste 5399,New Bedford,R,02744,39,41.61415643,-70.92924552,247572.4629,818373.4147,M,100
R2354,Burger King,41 Providence Hwy,Norwood,R,02062,39,42.21087763,-71.18391245,226100.4677,884540.1613,M,100
R2355,Burger King,18 North St,Randolph,R,02368,39,42.16332711,-71.04080079,237946.0408,879312.365,M,100
R2356,Burger King,2145 Iyannough Rd Unit A,West Barnstable,R,02668,39,41.6891249,-70.33805245,296732.7871,827199.7044,M,100
R2357,Burger King,711 W Boylston St,Worcester,R,01606,39,42.3167677,-71.7963533,175569.9176,896295.9328,M,100
R2358,Burger King,865 Grafton St,Worcester,R,01604,39,42.24833494,-71.76190772,178386.1124,888685.5109,M,100
R2394,Burger King,197 Main St,Stoneham,R,02180,40.5,42.48871677,-71.10019681,232868.4646,915430.2661,M,100
R2410,Burger King,95 Pleasant Valley St,Methuen,R,01844,42,42.7420835,-71.15572845,228189.5466,943555.1918,M,100
R2411,Burger King,62 Granite St,Quincy,R,02169,42,42.2480231,-71.0043202,240905.9216,888736.548,M,100
R2483,Burger King,885 CUMMINS HWY,MATTAPAN,R,02126,43.5,42.26838437,-71.0954768,233372.5701,890958.4427,M,100
R2517,Burger King,520 Washington St,Attleboro,R,02703,45,41.91407204,-71.36127629,211508.5449,851534.664,M,100
R2518,Burger King,280 W Broadway,Boston,R,02127,45,42.33903813,-71.05119496,236984.4313,898824.5039,M,100
R2519,Burger King,115 Broad St,Bridgewater,R,02324,45,41.99347588,-70.97425446,243561.331,860478.9001,M,100
R2520,Burger King,606 Belmont St,Brockton,R,02301,45,42.07240303,-71.04343693,237782.2619,869212.2431,M,100
R2521,Burger King,52 Middlesex Tpke,Burlington,R,01803,45,42.47347099,-71.21258705,223634.4299,913699.5523,M,100
R2522,Burger King,77 Drum Hill Rd,Chelmsford,R,01824,45,42.62431322,-71.36275774,211258.708,930424.6625,M,100
R2523,Burger King,675 Pleasant St Unit 5,East Weymouth,R,02189,45,42.19125248,-70.93113938,246987.1311,882468.656,M,100
R2524,Burger King,113 Northampton St,Easthampton,R,01027,45,42.27947727,-72.6711576,103400.8088,892774.6354,M,100
R2525,Burger King,1670 President Ave,Fall River,R,02720,45,41.71207247,-71.12779529,230975.9901,829157.1414,M,100
R2526,Burger King,463 Bernardston Rd,Greenfield,R,01301,45,42.60814431,-72.58752611,110763.9626,929188.3815,M,100
R2527,Burger King,227 Washington St,Hudson,R,01749,45,42.37941426,-71.56596816,194567.2418,903214.1532,M,100
R2528,Burger King,41 Commercial Rd,Leominster,R,01453,45,42.53302849,-71.74250384,180077.317,920303.7417,M,100
R2529,Burger King,1200 Bridge St,Lowell,R,01850,45,42.66432871,-71.30338645,216118.995,934879.3106,M,100
R2530,Burger King,108 Boston St,Lynn,R,01904,45,42.47463546,-70.9581284,244557.9374,913930.6171,M,100
R2531,Burger King,248 Haverhill St,Methuen,R,01844,45,42.70668908,-71.20430061,224226.0229,939608.397,M,100
R2532,Burger King,188 Turnpike St,North Andover,R,01845,45,42.67443126,-71.12750189,230533.5917,936049.6581,M,100
R2533,Burger King,235 Church St,Pembroke,R,02359,45,42.10793309,-70.76311906,260945.0298,873320.7514,M,100
R2534,Burger King,29 1st St,Pittsfield,R,01201,45,42.44902298,-73.2509166,55973.40516,912422.369,M,100
R2535,Burger King,630 Merrill Rd,Pittsfield,R,01201,45,42.46535021,-73.20526906,59764.02147,914159.5505,M,100
R2536,Burger King,6 Taunton St,Plainville,R,02762,45,42.00964946,-71.30479422,216170.0064,862159.5525,M,100
R2537,Burger King,140 Samoset St,Plymouth,R,02360,45,41.95261184,-70.68599663,267488.0257,856127.9227,M,100
R2538,Burger King,357 Main St,Reading,R,01867,45,42.51889479,-71.10338748,232590.5689,918781.2011,M,100
R2539,Burger King,4594 Washington St,Roslindale,R,02131,45,42.27641332,-71.13918265,229763.1521,891834.0714,M,100
R2540,Burger King,1009 Fall River Ave,Seekonk,R,02771,45,41.7984559,-71.33070988,214069.8237,838697.9492,M,100
R2541,Burger King,374 Main St,Sturbridge,R,01566,45,42.11167272,-72.09084178,151136.0548,873642.101,M,100
R2542,Burger King,294 Winthrop St,Taunton,R,02780,45,41.88903278,-71.12039768,231504.1657,848814.3247,M,100
R2543,Burger King,1965 Main St,Tewksbury,R,01876,45,42.5897422,-71.20302358,224375.878,926617.7539,M,100
R2544,Burger King,822 Lexington St FL 2,Waltham,R,02452,45,42.40319128,-71.23407478,221891.8036,905887.2712,M,100
R2545,Burger King,881 Moody St,Waltham,R,02453,45,42.36127511,-71.23913313,221489.625,901230.0714,M,100
R2546,Burger King,128 E Main St,Webster,R,01570,45,42.05939619,-71.86541735,169754.1381,867731.2307,M,100
R2547,Burger King,1610 VFW Pkwy,West Roxbury,R,02132,45,42.26639284,-71.16853301,227346.4334,890711.233,M,100
R2548,Burger King,891 Bedford St,Whitman,R,02382,45,42.084891,-70.94769039,245696.5558,870646.1256,M,100
R2549,Burger King,280 Lowell St,Wilmington,R,01887,45,42.53902549,-71.14170186,229432.8141,921003.3965,M,100
R2831,Burger King,1208 DORCHESTER AVE,BOSTON,R,02125,46.5,42.30921402,-71.05806505,236435.4609,895508.8529,M,100
R2832,Burger King,74 American Legion Dr,North Adams,R,01247,46.5,42.69710686,-73.1128529,67849.87147,939751.3853,M,100
R2833,Burger King,259 Highland Ave,Salem,R,01970,46.5,42.50415006,-70.92221791,247488.5942,917228.4131,M,100
R2844,Burger King,180 Huttleston Ave,Fairhaven,R,02719,48,41.64172202,-70.8876885,251014.2108,821459.0018,M,100
R2845,Burger King,66 Plymouth Ave,Fall River,R,02721,48,41.69805049,-71.14726056,229362.4814,827592.8808,M,100
R2846,Burger King,225 President Avenue,Fall River,R,02721,48,41.71613971,-71.15246756,228920.8604,829600.2134,M,100
R2847,Burger King,383 Mystic Ave,Medford,R,02155,48,42.4022973,-71.0983046,233069.2322,905831.7131,M,100
R2848,Burger King,460 W Grove St,Middleboro,R,02346,48,41.89830465,-70.95113872,245544.6086,849920.5729,M,100
R2849,Burger King,1201 BROADWAY,SAUGUS,R,01906,48,42.4638817,-71.024947,239070.1776,912703.3585,M,51
R2850,Burger King,185 Somerville Ave # 646,Somerville,R,02143,48,42.377654,-71.09010062,233757.7672,903097.641,M,100
R2873,Burger King,SPRUCE ST,BRIDGEWATER,R,02324,49.5,41.95234509,-71.00464892,241069.5178,855895.5192,M,63
R53,Burger King,1 CENTER PLAZA,BOSTON,R,02108,15,42.36063443,-71.0607914,236181.2776,901219.1977,M,100
R887,Burger King,100 ELDRED,LEXINGTON,R,02420,21,42.4770936,-71.24061189,221328.6855,914094.5633,M,44
R1431,Burger King 1940,139 Turnpike Rd,Westborough,R,01581,27,42.28511788,-71.60776783,191111.6299,892743.5926,M,100
R2550,Burger King 3717,859 Merriam Ave,Leominster,R,01453,45,42.55155524,-71.78268414,176783.1727,922371.879,M,100
R2359,Burger King 3870,1350 Boylston St,Boston,R,02215,39,42.3439971,-71.0999249,232966.2175,899355.34,M,100
IH611,BURGOYNE REST HOME,53 HARTFORD STREET,BOSTON,IH,02125,3.6135,42.314545,-71.0731,235192.9465,896094.6739,M,100
IH612,BURNCOAT PLAINS REST HOME,572 BURNCOAT STREET,WORCESTER,IH,01606,11.4975,42.32373173,-71.79176236,175951.0189,897068.1592,M,100
R54,Burnham's Steak House,366 Pleasant St,Ashland,R,01721,15,42.26177234,-71.47939928,201699.7131,890145.0828,M,100
R2551,Burren Restaurant & Pub The,247 Elm St,Somerville,R,02144,45,42.39536931,-71.12187257,231132.4433,905053.3058,M,100
R512,Bus Stop Pub,252 WESTERN AVE,ALLSTON,R,02134,18,42.36333693,-71.13256787,230267.1982,901491.4217,M,100
R1018,Bushel 'n Peck,17 E Mountain St,Worcester,R,01606,22.5,42.32368353,-71.79270825,175873.0343,897063.0724,M,100
R2412,Bushel 'n Peck,643 Chandler St,Worcester,R,01602,42,42.27700565,-71.85307268,170875.9604,891897.19,M,100
W58,Busy Bee Bakery Incorporated,1 Hurd St,Melrose,W,02176,42.5744776,-71.8238642,173410.7402,924930.1589,T,66
G92,Butcher Boy Market,1077 Osgood St,North Andover,G,01845,30,42.71557793,-71.11484862,231550.1314,940625.0775,M,100
G93,"Butcherie, The",428 Harvard St,Brookline,G,02446,30,42.34570057,-71.12752071,230691.5092,899534.2559,M,100
G94,Butler Pantry The,7 Barnard St,Andover,G,01810,18,42.65595253,-71.13997729,229519.6563,933992.5582,M,100
G95,Butsons Enterprises of Mass,115 Plymouth St,Mansfield,G,02048,60,42.01424665,-71.2412833,221429.4141,862684.1589,M,100
G96,Butsons Enterprises of Mass,1475 Newman Ave,Seekonk,G,02771,204,41.88779971,-71.33322522,213841.3699,848620.7979,M,100
R2097,Butterfield's Restaurant,372 Market St,Rockland,R,02370,37.5,42.12353376,-70.906989,249034.182,874960.7409,M,100
F101,Buzzards Bay Brewing Inc,98 Horseneck Rd,Westport,F,02790,41.56673413,-71.05422608,237182.9514,813044.3281,M,100
F102,Buzzards Bay Trading Co Inc,49 Hassey St,New Bedford,F,02740,41.62556128,-70.91629065,248643.5682,819647.4014,M,100
R1348,Byblos Restaurant,678 Washington St,Norwood,R,02062,24,42.19293522,-71.20153374,224652.3947,882542.0099,M,100
R3277,C J'S Restaurant,BOSTON RD,MONSON,R,01057,75,42.1423772,-72.2802255,135505.1744,877178.2441,M,44
F103,C P F Inc,25 Copeland Dr,Ayer,F,01432,42.5531931,-71.56696345,194500.4302,922517.5024,M,100
F104,C Q P Bakery,19 Blanchard St,Lawrence,F,01843,42.69712967,-71.160744,227798.7294,938559.7591,M,100
G97,C Town Supermarket,13 Cabot St,Holyoke,G,01040,37.5,42.1975161,-72.60385956,108833.5401,883597.6153,M,100
R513,C&P Pizza,8 Norcross Cir,Arlington,R,02474,18,42.41077396,-71.13732781,229852.6963,906758.8805,M,100
