SortCode,Category,Country,CountryCode,Year,Value
182,Income,Antigua and Barbuda,ATG,2000,10094.75906
182,Income,Antigua and Barbuda,ATG,2001,9797.968713
182,Income,Antigua and Barbuda,ATG,2002,10027.85622
182,Income,Antigua and Barbuda,ATG,2003,10382.6309
182,Income,Antigua and Barbuda,ATG,2004,10993.36925
182,Income,Antigua and Barbuda,ATG,2005,12079.8657
182,Income,Antigua and Barbuda,ATG,2006,13599.90886
182,Income,Antigua and Barbuda,ATG,2007,15276.06826
182,Income,Antigua and Barbuda,ATG,2008,15786.17284
182,Income,Antigua and Barbuda,ATG,2009,13979.26269
182,Income,Antigua and Barbuda,ATG,2010,13017.31039
182,Income,Antigua and Barbuda,ATG,2011,12817.84157
182,Waste,Antigua and Barbuda,ATG,2000,2
182,Waste,Antigua and Barbuda,ATG,2001,2
182,Waste,Antigua and Barbuda,ATG,2002,2
182,Waste,Antigua and Barbuda,ATG,2003,2
182,Waste,Antigua and Barbuda,ATG,2004,2
182,Waste,Antigua and Barbuda,ATG,2005,0
182,Waste,Antigua and Barbuda,ATG,2006,0
182,Waste,Antigua and Barbuda,ATG,2007,0
182,Waste,Antigua and Barbuda,ATG,2008,0
182,Waste,Antigua and Barbuda,ATG,2009,2
182,Waste,Antigua and Barbuda,ATG,2010,2
182,Waste,Antigua and Barbuda,ATG,2011,0
8,Expense,Arab World,ARB,2000,-1
8,Expense,Arab World,ARB,2001,-1
8,Expense,Arab World,ARB,2002,-1
8,Expense,Arab World,ARB,2003,-1
8,Expense,Arab World,ARB,2004,-1
8,Expense,Arab World,ARB,2005,-1
8,Expense,Arab World,ARB,2006,-1
8,Expense,Arab World,ARB,2007,-1
8,Expense,Arab World,ARB,2008,-1
8,Expense,Arab World,ARB,2009,-1
8,Expense,Arab World,ARB,2010,-1
8,Expense,Arab World,ARB,2011,-1
8,Income,Arab World,ARB,2000,2597.363748
8,Income,Arab World,ARB,2001,2502.494163
8,Income,Arab World,ARB,2002,2469.678111
8,Income,Arab World,ARB,2003,2728.403961
8,Income,Arab World,ARB,2004,3130.377068
8,Income,Arab World,ARB,2005,3763.071286
8,Income,Arab World,ARB,2006,4358.297286
8,Income,Arab World,ARB,2007,4985.822104
8,Income,Arab World,ARB,2008,6171.031285
8,Income,Arab World,ARB,2009,5209.144916
8,Income,Arab World,ARB,2010,5955.064756
8,Income,Arab World,ARB,2011,6911.566859
8,Waste,Arab World,ARB,2000,-1
8,Waste,Arab World,ARB,2001,-1
8,Waste,Arab World,ARB,2002,-1
8,Waste,Arab World,ARB,2003,-1
8,Waste,Arab World,ARB,2004,-1
8,Waste,Arab World,ARB,2005,-1
8,Waste,Arab World,ARB,2006,-1
8,Waste,Arab World,ARB,2007,-1
8,Waste,Arab World,ARB,2008,-1
8,Waste,Arab World,ARB,2009,-1
8,Waste,Arab World,ARB,2010,-1
8,Waste,Arab World,ARB,2011,-1
25,Expense,Argentina,ARG,2000,-1
25,Expense,Argentina,ARG,2001,-1
25,Expense,Argentina,ARG,2002,-1
25,Expense,Argentina,ARG,2003,-1
25,Expense,Argentina,ARG,2004,-1
25,Expense,Argentina,ARG,2005,-1
25,Expense,Argentina,ARG,2006,-1
25,Expense,Argentina,ARG,2007,-1
25,Expense,Argentina,ARG,2008,-1
25,Expense,Argentina,ARG,2009,965
25,Expense,Argentina,ARG,2010,1117
25,Expense,Argentina,ARG,2011,1885.5
25,Income,Argentina,ARG,2000,7669.273709
25,Income,Argentina,ARG,2001,7170.689698
25,Income,Argentina,ARG,2002,2579.201638
25,Income,Argentina,ARG,2003,3330.409821
25,Income,Argentina,ARG,2004,4696.070111
25,Income,Argentina,ARG,2005,5640.848503
25,Income,Argentina,ARG,2006,6639.909435
25,Income,Argentina,ARG,2007,8239.137161
25,Income,Argentina,ARG,2008,9999.093517
25,Income,Argentina,ARG,2009,9231.3829
25,Income,Argentina,ARG,2010,11198.64257
25,Income,Argentina,ARG,2011,13392.9169
25,Waste,Argentina,ARG,2000,6034
25,Waste,Argentina,ARG,2001,6020
25,Waste,Argentina,ARG,2002,5278
25,Waste,Argentina,ARG,2003,5498
25,Waste,Argentina,ARG,2004,6440
25,Waste,Argentina,ARG,2005,6182
25,Waste,Argentina,ARG,2006,6192
25,Waste,Argentina,ARG,2007,7296
25,Waste,Argentina,ARG,2008,6788
25,Waste,Argentina,ARG,2009,5844
25,Waste,Argentina,ARG,2010,6600
25,Waste,Argentina,ARG,2011,6350
138,Expense,Armenia,ARM,2000,-1
138,Expense,Armenia,ARM,2001,-1
138,Expense,Armenia,ARM,2002,-1
138,Expense,Armenia,ARM,2003,-1
138,Expense,Armenia,ARM,2004,-1
138,Expense,Armenia,ARM,2005,-1
138,Expense,Armenia,ARM,2006,-1
138,Expense,Armenia,ARM,2007,-1
138,Expense,Armenia,ARM,2008,-1
138,Expense,Armenia,ARM,2009,-1
138,Expense,Armenia,ARM,2010,-1
138,Expense,Armenia,ARM,2011,-1
138,Income,Armenia,ARM,2000,621.4248263
138,Income,Armenia,ARM,2001,692.3016309
138,Income,Armenia,ARM,2002,779.8296261
138,Income,Armenia,ARM,2003,924.4640098
138,Income,Armenia,ARM,2004,1181.968445
138,Income,Armenia,ARM,2005,1625.407769
138,Income,Armenia,ARM,2006,2126.618661
138,Income,Armenia,ARM,2007,3080.970959
138,Income,Armenia,ARM,2008,3919.975474
138,Income,Armenia,ARM,2009,2915.583906
138,Income,Armenia,ARM,2010,3124.784018
138,Income,Armenia,ARM,2011,3417.171836
138,Waste,Armenia,ARM,2000,222
138,Waste,Armenia,ARM,2001,300
138,Waste,Armenia,ARM,2002,356
138,Waste,Armenia,ARM,2003,366
138,Waste,Armenia,ARM,2004,438
138,Waste,Armenia,ARM,2005,402
138,Waste,Armenia,ARM,2006,374
138,Waste,Armenia,ARM,2007,436
138,Waste,Armenia,ARM,2008,444
138,Waste,Armenia,ARM,2009,416
138,Waste,Armenia,ARM,2010,380
138,Waste,Armenia,ARM,2011,388
168,Expense,Aruba,ABW,2000,-1
168,Expense,Aruba,ABW,2001,-1
168,Expense,Aruba,ABW,2002,-1
168,Expense,Aruba,ABW,2003,-1
168,Expense,Aruba,ABW,2004,-1
168,Expense,Aruba,ABW,2005,-1
168,Expense,Aruba,ABW,2006,-1
168,Expense,Aruba,ABW,2007,-1
168,Expense,Aruba,ABW,2008,-1
168,Expense,Aruba,ABW,2009,-1
168,Expense,Aruba,ABW,2010,-1
168,Expense,Aruba,ABW,2011,-1
168,Income,Aruba,ABW,2000,20619.56585
168,Income,Aruba,ABW,2001,20671.54574
168,Income,Aruba,ABW,2002,20433.65411
168,Income,Aruba,ABW,2003,20834.93971
168,Income,Aruba,ABW,2004,22566.68216
168,Income,Aruba,ABW,2005,23302.83199
168,Income,Aruba,ABW,2006,24015.42061
168,Income,Aruba,ABW,2007,25921.53823
168,Income,Aruba,ABW,2008,27549.88942
168,Income,Aruba,ABW,2009,24640.42124
168,Income,Aruba,ABW,2010,24289.14152
168,Income,Aruba,ABW,2011,25353.78754
168,Waste,Aruba,ABW,2000,-1
168,Waste,Aruba,ABW,2001,-1
168,Waste,Aruba,ABW,2002,-1
168,Waste,Aruba,ABW,2003,-1
168,Waste,Aruba,ABW,2004,-1
168,Waste,Aruba,ABW,2005,-1
168,Waste,Aruba,ABW,2006,-1
168,Waste,Aruba,ABW,2007,-1
168,Waste,Aruba,ABW,2008,-1
168,Waste,Aruba,ABW,2009,-1
168,Waste,Aruba,ABW,2010,-1
168,Waste,Aruba,ABW,2011,-1
15,Expense,Australia,AUS,2000,-1
15,Expense,Australia,AUS,2001,-1
15,Expense,Australia,AUS,2002,-1
15,Expense,Australia,AUS,2003,-1
15,Expense,Australia,AUS,2004,-1
15,Expense,Australia,AUS,2005,-1
15,Expense,Australia,AUS,2006,-1
15,Expense,Australia,AUS,2007,-1
15,Expense,Australia,AUS,2008,-1
15,Expense,Australia,AUS,2009,2722
15,Expense,Australia,AUS,2010,3131
15,Expense,Australia,AUS,2011,3661.1
15,Income,Australia,AUS,2000,21665.11545
15,Income,Australia,AUS,2001,19495.14593
15,Income,Australia,AUS,2002,20059.45207
15,Income,Australia,AUS,2003,23440.00532
15,Income,Australia,AUS,2004,30440.85488
15,Income,Australia,AUS,2005,33982.95043
15,Income,Australia,AUS,2006,36084.85898
15,Income,Australia,AUS,2007,40957.83044
15,Income,Australia,AUS,2008,49628.11513
15,Income,Australia,AUS,2009,42715.13226
15,Income,Australia,AUS,2010,51845.65486
15,Income,Australia,AUS,2011,62216.54713
15,Waste,Australia,AUS,2000,1650
15,Waste,Australia,AUS,2001,1874
15,Waste,Australia,AUS,2002,1507
15,Waste,Australia,AUS,2003,1800
15,Waste,Australia,AUS,2004,1741
15,Waste,Australia,AUS,2005,1788
15,Waste,Australia,AUS,2006,1407
15,Waste,Australia,AUS,2007,1513
15,Waste,Australia,AUS,2008,1617
15,Waste,Australia,AUS,2009,1668
15,Waste,Australia,AUS,2010,1698
15,Waste,Australia,AUS,2011,1802
29,Expense,Austria,AUT,2000,-1
29,Expense,Austria,AUT,2001,-1
29,Expense,Austria,AUT,2002,-1
29,Expense,Austria,AUT,2003,-1
29,Expense,Austria,AUT,2004,-1
29,Expense,Austria,AUT,2005,-1
29,Expense,Austria,AUT,2006,-1
29,Expense,Austria,AUT,2007,-1
29,Expense,Austria,AUT,2008,-1
29,Expense,Austria,AUT,2009,2841
29,Expense,Austria,AUT,2010,2559
29,Expense,Austria,AUT,2011,2767.2
29,Income,Austria,AUT,2000,24517.26745
29,Income,Austria,AUT,2001,24489.73553
29,Income,Austria,AUT,2002,26351.37568
29,Income,Austria,AUT,2003,32102.93055
29,Income,Austria,AUT,2004,36693.40262
29,Income,Austria,AUT,2005,38242.04252
29,Income,Austria,AUT,2006,40430.99361
29,Income,Austria,AUT,2007,46586.65025
29,Income,Austria,AUT,2008,51386.37665
29,Income,Austria,AUT,2009,47654.18721
29,Income,Austria,AUT,2010,46659.84082
29,Income,Austria,AUT,2011,51123.56133
29,Waste,Austria,AUT,2000,1142
29,Waste,Austria,AUT,2001,998
29,Waste,Austria,AUT,2002,988
29,Waste,Austria,AUT,2003,996
29,Waste,Austria,AUT,2004,1148
29,Waste,Austria,AUT,2005,998
29,Waste,Austria,AUT,2006,1054
29,Waste,Austria,AUT,2007,1042
29,Waste,Austria,AUT,2008,1134
29,Waste,Austria,AUT,2009,1058
29,Waste,Austria,AUT,2010,896
29,Waste,Austria,AUT,2011,1088
72,Expense,Azerbaijan,AZE,2000,-1
72,Expense,Azerbaijan,AZE,2001,-1
72,Expense,Azerbaijan,AZE,2002,-1
72,Expense,Azerbaijan,AZE,2003,-1
72,Expense,Azerbaijan,AZE,2004,-1
72,Expense,Azerbaijan,AZE,2005,-1
72,Expense,Azerbaijan,AZE,2006,-1
72,Expense,Azerbaijan,AZE,2007,-1
72,Expense,Azerbaijan,AZE,2008,-1
72,Expense,Azerbaijan,AZE,2009,985
72,Expense,Azerbaijan,AZE,2010,1016
72,Expense,Azerbaijan,AZE,2011,1265
72,Income,Azerbaijan,AZE,2000,655.0974326
72,Income,Azerbaijan,AZE,2001,703.6712504
72,Income,Azerbaijan,AZE,2002,763.1012122
72,Income,Azerbaijan,AZE,2003,883.614009
72,Income,Azerbaijan,AZE,2004,1045.026415
72,Income,Azerbaijan,AZE,2005,1578.36733
72,Income,Azerbaijan,AZE,2006,2473.085776
72,Income,Azerbaijan,AZE,2007,3851.437869
72,Income,Azerbaijan,AZE,2008,5574.603802
72,Income,Azerbaijan,AZE,2009,4950.294791
72,Income,Azerbaijan,AZE,2010,5842.805784
72,Income,Azerbaijan,AZE,2011,7189.691229
72,Waste,Azerbaijan,AZE,2000,176
72,Waste,Azerbaijan,AZE,2001,212
72,Waste,Azerbaijan,AZE,2002,228
72,Waste,Azerbaijan,AZE,2003,250
72,Waste,Azerbaijan,AZE,2004,294
72,Waste,Azerbaijan,AZE,2005,272
72,Waste,Azerbaijan,AZE,2006,278
72,Waste,Azerbaijan,AZE,2007,282
72,Waste,Azerbaijan,AZE,2008,288
72,Waste,Azerbaijan,AZE,2009,304
72,Waste,Azerbaijan,AZE,2010,292
72,Waste,Azerbaijan,AZE,2011,294
143,Expense,"Bahamas, The",BHS,2000,-1
143,Expense,"Bahamas, The",BHS,2001,-1
143,Expense,"Bahamas, The",BHS,2002,-1
143,Expense,"Bahamas, The",BHS,2003,-1
143,Expense,"Bahamas, The",BHS,2004,-1
143,Expense,"Bahamas, The",BHS,2005,-1
143,Expense,"Bahamas, The",BHS,2006,-1
143,Expense,"Bahamas, The",BHS,2007,-1
143,Expense,"Bahamas, The",BHS,2008,-1
143,Expense,"Bahamas, The",BHS,2009,-1
143,Expense,"Bahamas, The",BHS,2010,-1
143,Expense,"Bahamas, The",BHS,2011,-1
143,Income,"Bahamas, The",BHS,2000,21241.16539
143,Income,"Bahamas, The",BHS,2001,21497.30816
143,Income,"Bahamas, The",BHS,2002,22505.40479
143,Income,"Bahamas, The",BHS,2003,22008.4337
143,Income,"Bahamas, The",BHS,2004,21995.51992
143,Income,"Bahamas, The",BHS,2005,23405.87955
143,Income,"Bahamas, The",BHS,2006,23721.15628
143,Income,"Bahamas, The",BHS,2007,24306.14242
143,Income,"Bahamas, The",BHS,2008,23657.36531
143,Income,"Bahamas, The",BHS,2009,22043.01257
143,Income,"Bahamas, The",BHS,2010,21920.51659
143,Income,"Bahamas, The",BHS,2011,21514.89865
143,Waste,"Bahamas, The",BHS,2000,2
143,Waste,"Bahamas, The",BHS,2001,2
143,Waste,"Bahamas, The",BHS,2002,2
143,Waste,"Bahamas, The",BHS,2003,2
143,Waste,"Bahamas, The",BHS,2004,2
143,Waste,"Bahamas, The",BHS,2005,2
143,Waste,"Bahamas, The",BHS,2006,4
143,Waste,"Bahamas, The",BHS,2007,4
143,Waste,"Bahamas, The",BHS,2008,4
143,Waste,"Bahamas, The",BHS,2009,4
143,Waste,"Bahamas, The",BHS,2010,4
143,Waste,"Bahamas, The",BHS,2011,4
97,Expense,Bahrain,BHR,2000,-1
97,Expense,Bahrain,BHR,2001,-1
97,Expense,Bahrain,BHR,2002,-1
97,Expense,Bahrain,BHR,2003,-1
97,Expense,Bahrain,BHR,2004,-1
97,Expense,Bahrain,BHR,2005,-1
97,Expense,Bahrain,BHR,2006,-1
97,Expense,Bahrain,BHR,2007,-1
97,Expense,Bahrain,BHR,2008,-1
97,Expense,Bahrain,BHR,2009,896
97,Expense,Bahrain,BHR,2010,1294
97,Expense,Bahrain,BHR,2011,1390.7
97,Income,Bahrain,BHR,2000,13590.52105
97,Income,Bahrain,BHR,2001,12917.3955
97,Income,Bahrain,BHR,2002,13279.0458
97,Income,Bahrain,BHR,2003,14541.61605
97,Income,Bahrain,BHR,2004,16275.18042
97,Income,Bahrain,BHR,2005,18418.07267
97,Income,Bahrain,BHR,2006,19669.31955
97,Income,Bahrain,BHR,2007,21167.61871
97,Income,Bahrain,BHR,2008,23043.02532
97,Income,Bahrain,BHR,2009,19166.70824
97,Income,Bahrain,BHR,2010,20386.01756
97,Income,Bahrain,BHR,2011,22238.71195
97,Waste,Bahrain,BHR,2000,-1
97,Waste,Bahrain,BHR,2001,-1
97,Waste,Bahrain,BHR,2002,-1
97,Waste,Bahrain,BHR,2003,-1
97,Waste,Bahrain,BHR,2004,-1
97,Waste,Bahrain,BHR,2005,-1
97,Waste,Bahrain,BHR,2006,-1
97,Waste,Bahrain,BHR,2007,-1
97,Waste,Bahrain,BHR,2008,-1
97,Waste,Bahrain,BHR,2009,-1
97,Waste,Bahrain,BHR,2010,-1
97,Waste,Bahrain,BHR,2011,-1
63,Expense,Bangladesh,BGD,2000,-1
63,Expense,Bangladesh,BGD,2001,-1
63,Expense,Bangladesh,BGD,2002,-1
63,Expense,Bangladesh,BGD,2003,-1
63,Expense,Bangladesh,BGD,2004,-1
63,Expense,Bangladesh,BGD,2005,-1
63,Expense,Bangladesh,BGD,2006,-1
63,Expense,Bangladesh,BGD,2007,-1
63,Expense,Bangladesh,BGD,2008,-1
63,Expense,Bangladesh,BGD,2009,-1
63,Expense,Bangladesh,BGD,2010,-1
63,Expense,Bangladesh,BGD,2011,-1
63,Income,Bangladesh,BGD,2000,406.5317405
63,Income,Bangladesh,BGD,2001,403.5945462
63,Income,Bangladesh,BGD,2002,401.7081533
63,Income,Bangladesh,BGD,2003,434.0465632
63,Income,Bangladesh,BGD,2004,462.2748798
63,Income,Bangladesh,BGD,2005,485.8528881
63,Income,Bangladesh,BGD,2006,495.8537802
63,Income,Bangladesh,BGD,2007,543.0822631
63,Income,Bangladesh,BGD,2008,618.0758836
63,Income,Bangladesh,BGD,2009,683.6144223
63,Income,Bangladesh,BGD,2010,760.3319352
63,Income,Bangladesh,BGD,2011,838.5478017
63,Waste,Bangladesh,BGD,2000,4661
63,Waste,Bangladesh,BGD,2001,4680
63,Waste,Bangladesh,BGD,2002,4709
63,Waste,Bangladesh,BGD,2003,5041
63,Waste,Bangladesh,BGD,2004,5097
63,Waste,Bangladesh,BGD,2005,5766
63,Waste,Bangladesh,BGD,2006,6024
63,Waste,Bangladesh,BGD,2007,6377
63,Waste,Bangladesh,BGD,2008,6980
63,Waste,Bangladesh,BGD,2009,6994
63,Waste,Bangladesh,BGD,2010,7834
63,Waste,Bangladesh,BGD,2011,7899
162,Expense,Barbados,BRB,2000,-1
162,Expense,Barbados,BRB,2001,-1
162,Expense,Barbados,BRB,2002,-1
162,Expense,Barbados,BRB,2003,-1
162,Expense,Barbados,BRB,2004,-1
162,Expense,Barbados,BRB,2005,-1
162,Expense,Barbados,BRB,2006,-1
162,Expense,Barbados,BRB,2007,-1
162,Expense,Barbados,BRB,2008,-1
162,Expense,Barbados,BRB,2009,-1
162,Expense,Barbados,BRB,2010,-1
162,Expense,Barbados,BRB,2011,-1
162,Income,Barbados,BRB,2000,11568.05194
162,Income,Barbados,BRB,2001,11513.34018
162,Income,Barbados,BRB,2002,11674.93618
162,Income,Barbados,BRB,2003,12028.89874
162,Income,Barbados,BRB,2004,12869.33659
162,Income,Barbados,BRB,2005,14223.7777
162,Income,Barbados,BRB,2006,15646.81501
162,Income,Barbados,BRB,2007,16461.82927
162,Income,Barbados,BRB,2008,16569.60496
162,Income,Barbados,BRB,2009,16526.25455
162,Income,Barbados,BRB,2010,15901.43294
162,Income,Barbados,BRB,2011,15530.89429
162,Waste,Barbados,BRB,2000,2
162,Waste,Barbados,BRB,2001,2
162,Waste,Barbados,BRB,2002,2
162,Waste,Barbados,BRB,2003,4
162,Waste,Barbados,BRB,2004,6
162,Waste,Barbados,BRB,2005,4
162,Waste,Barbados,BRB,2006,4
162,Waste,Barbados,BRB,2007,2
162,Waste,Barbados,BRB,2008,4
162,Waste,Barbados,BRB,2009,4
162,Waste,Barbados,BRB,2010,4
162,Waste,Barbados,BRB,2011,2
75,Expense,Belarus,BLR,2000,-1
75,Expense,Belarus,BLR,2001,-1
75,Expense,Belarus,BLR,2002,-1
75,Expense,Belarus,BLR,2003,-1
75,Expense,Belarus,BLR,2004,-1
75,Expense,Belarus,BLR,2005,-1
75,Expense,Belarus,BLR,2006,-1
75,Expense,Belarus,BLR,2007,-1
75,Expense,Belarus,BLR,2008,-1
75,Expense,Belarus,BLR,2009,1230
75,Expense,Belarus,BLR,2010,1147
75,Expense,Belarus,BLR,2011,1121.1
75,Income,Belarus,BLR,2000,1273.049124
75,Income,Belarus,BLR,2001,1244.441997
